policy_deductable,policy_annual_premium,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,vehicle_claim,customer,Customer_age_group,have_umbrella_limit,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police
2000,1223.39,0,0,17,3,1,3,49080,0,0,1,1.0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2000,1539.06,37800,0,2,1,0,3,42800,0,0,1,5.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2000,988.06,0,0,1,3,1,0,24240,0,1,1,1.0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1000,1740.57,0,-18600,3,1,0,1,26040,0,1,1,5.0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1000,1540.91,40900,0,0,1,1,1,2880,0,0,0,2.5,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
500,1381.88,0,-77800,4,1,0,2,2940,1,1,0,2.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
500,1446.98,0,-45700,11,3,2,0,42160,0,1,1,1.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,1220.86,55400,-40400,4,1,1,2,3360,0,0,1,5.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
500,948.1,44500,-61400,11,3,0,2,48510,0,0,1,5.0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
500,1471.24,57500,-93600,4,3,2,2,24360,0,1,1,1.0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,1157.97,0,-64500,20,1,2,2,47040,0,0,1,1.0,1,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2000,566.11,0,0,22,1,0,0,1760,0,0,0,2.5,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
500,1060.88,0,-66500,4,1,0,3,4400,0,1,1,5.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1000,1524.45,0,-44800,21,4,0,0,34160,0,0,0,2.5,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1000,1556.17,63900,-53300,20,1,1,3,29280,0,0,1,2.5,1,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
500,1216.24,26700,-47200,7,1,2,0,35000,0,0,1,5.0,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
500,1484.72,0,0,4,1,0,1,2880,0,0,0,2.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
500,1203.81,52500,-51300,17,3,0,2,61650,0,0,1,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1000,1393.34,0,-61400,20,3,1,3,37440,0,0,1,2.5,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1000,1484.48,50700,-36300,10,1,2,3,45840,0,0,1,1.0,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
500,1581.27,42200,-48000,8,1,2,2,46160,0,0,0,2.5,0,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1000,1281.25,0,-53100,6,1,0,2,32320,0,0,1,2.5,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
500,1667.83,48500,-67400,4,1,1,1,4200,0,0,1,2.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1000,1497.41,14100,-44500,17,3,2,0,57900,0,0,1,2.5,1,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,803.36,0,0,15,3,0,0,45600,0,1,1,1.0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2000,1221.41,46700,-72500,9,1,2,1,2100,0,0,1,2.5,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
500,1865.83,32800,-50600,17,1,2,1,34400,0,0,0,2.5,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2000,1434.27,0,-35900,13,1,2,3,40080,0,0,1,2.5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
500,1114.68,44500,-55900,5,1,1,0,3360,0,0,1,5.0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2000,1218.56,39300,-60300,23,3,2,2,51570,0,0,1,2.5,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,1234.69,0,0,1,2,2,1,52080,0,0,0,2.5,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,964.92,45700,0,17,4,2,1,28240,0,0,1,2.5,0,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
500,1351.72,0,-49400,3,1,1,3,1680,0,0,1,5.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1000,817.28,62200,0,17,3,1,1,46300,0,0,1,2.5,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1000,1389.59,0,-42600,23,3,1,3,30240,0,0,1,5.0,0,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1000,1353.53,54700,-47900,13,1,0,0,46800,0,0,1,2.5,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1000,1294.04,0,0,17,1,2,3,59490,0,0,1,5.0,0,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1000,840.81,0,0,2,1,0,2,67590,0,0,1,1.0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2000,998.19,43700,-66300,23,3,1,3,45850,0,0,1,1.0,0,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,1090.32,0,-70400,17,1,1,2,39970,0,0,1,1.0,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,1780.67,0,0,3,1,1,0,56160,0,0,1,5.0,1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2000,1681.01,0,-51100,16,1,2,1,2940,0,1,1,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1000,1395.77,82600,-49500,13,3,1,3,49860,0,0,1,2.5,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2000,1471.44,57500,0,8,1,2,1,36640,0,1,0,5.0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
500,1265.72,0,-59500,23,1,0,2,44550,0,0,1,5.0,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1000,1274.7,47500,-58700,15,3,2,3,38780,0,1,0,2.5,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
500,1330.39,0,0,3,1,2,2,34930,0,1,1,1.0,1,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
500,1122.95,78000,0,4,3,0,3,49920,0,1,0,5.0,1,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2000,1655.79,0,0,8,1,0,0,73260,0,0,1,2.5,0,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000,935.77,0,-36000,21,1,1,0,5200,0,0,1,2.5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2000,1192.04,66100,-31400,23,1,0,0,33480,0,0,1,5.0,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
500,990.11,0,-41200,8,1,1,3,3710,0,0,1,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2000,1422.21,0,-46400,21,1,2,1,51540,0,0,1,1.0,0,5,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
500,914.85,72100,0,5,1,2,3,4740,0,1,1,5.0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
500,1123.84,48200,0,12,3,0,0,26880,0,0,1,2.5,1,7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2000,838.02,0,0,7,3,2,0,51520,0,0,1,2.5,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
500,1300.68,49000,0,0,1,1,3,1440,0,0,1,2.5,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
500,1173.21,0,0,14,1,0,1,62640,0,1,1,5.0,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1000,985.97,0,0,13,1,2,3,59760,0,0,0,2.5,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1000,1129.23,17300,-60400,1,1,1,0,35210,0,0,1,1.0,0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
500,1194.83,28600,0,23,1,0,0,30940,0,0,1,2.5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1000,1114.29,51300,0,1,1,2,2,54540,0,0,1,1.0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2000,1509.04,10000,0,9,1,2,3,56960,0,1,1,2.5,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,664.86,0,-60000,3,1,0,1,72720,0,0,1,2.5,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1000,1267.4,0,0,0,1,2,1,40560,0,0,0,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1000,1119.23,51500,0,13,3,1,1,34140,0,0,1,1.0,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
500,1698.51,0,0,18,3,2,1,34560,0,0,1,1.0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1000,1422.78,61600,0,17,3,2,3,42240,0,0,1,5.0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1212.75,0,-51400,11,1,0,0,32200,0,0,1,5.0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1000,1423.34,55300,-37900,0,1,0,3,6300,0,0,1,1.0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1000,976.37,0,-61000,14,3,1,3,47320,0,0,1,2.5,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
500,1124.59,67300,0,4,1,1,2,27200,0,0,0,2.5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1000,1569.33,79600,0,2,3,2,1,58500,0,0,1,2.5,1,7,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
500,1359.36,0,-43600,9,3,2,2,52080,0,0,0,5.0,1,7,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,1607.36,0,0,21,4,0,2,42420,0,0,1,2.5,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
500,1042.25,0,-44400,0,3,2,3,54160,0,0,1,1.0,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
500,1453.95,38200,0,17,3,0,3,20510,0,0,1,2.5,0,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
500,1969.63,0,0,21,3,1,1,55600,0,0,1,5.0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1000,1156.19,49900,-62700,20,3,0,3,34580,0,0,1,1.0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,1124.47,0,-45100,5,1,0,1,57610,0,0,1,1.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
500,1493.5,39900,-44000,7,1,2,1,5840,0,0,0,5.0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
500,1155.38,34200,-32300,6,1,0,0,51120,0,0,1,1.0,0,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
500,878.19,57100,0,2,4,0,2,28980,0,0,1,2.5,1,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2000,1145.85,0,-40000,19,3,1,1,27660,0,0,1,1.0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
500,1261.28,68500,-42100,21,3,2,0,57520,0,0,1,1.0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
500,1427.46,0,0,3,3,0,0,61530,0,0,1,1.0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
500,1592.41,58900,-29100,22,1,2,3,42720,0,0,1,5.0,1,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1274.63,51000,0,22,1,2,3,33110,0,0,1,2.5,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
500,1362.31,67600,-65300,16,1,0,2,59680,0,0,1,2.5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1000,919.37,83600,0,0,1,0,3,32240,0,0,1,2.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,1377.23,72600,0,1,3,2,1,34860,0,0,1,2.5,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1000,995.55,51500,-52100,19,3,0,3,43400,0,0,0,1.0,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
500,1508.12,0,0,0,3,2,1,40500,0,0,0,1.0,1,7,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
500,484.67,21100,-60800,2,3,0,2,41720,0,1,1,5.0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1000,1561.41,21200,0,5,3,1,3,44730,0,0,1,5.0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
500,1457.21,46300,0,6,1,2,0,35000,0,0,1,1.0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1000,1128.71,0,-47100,21,3,2,1,43260,0,0,1,5.0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
500,1358.2,52900,0,11,3,0,0,46960,0,0,1,1.0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1232.79,49900,-62100,3,1,2,0,49350,0,0,1,1.0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1000,936.19,70600,-48500,4,3,2,1,34740,0,0,1,1.0,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
500,1302.34,0,-52600,2,3,1,0,42080,0,0,1,2.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
500,1264.99,67800,0,22,1,1,1,25200,0,0,1,1.0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
500,1467.76,38700,-33100,8,1,1,3,50640,0,0,1,5.0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2000,1124.43,0,0,14,3,0,1,30940,0,0,1,2.5,0,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1000,1319.81,67200,-59400,14,4,1,0,24640,0,1,1,2.5,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,1482.53,49100,-45100,5,1,1,2,70,0,0,1,1.0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1000,1328.18,53000,0,18,1,2,1,43820,0,0,1,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
500,1463.95,0,0,20,3,0,0,57060,0,0,1,1.0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2000,1133.85,60200,0,0,3,2,2,40320,0,0,1,1.0,1,7,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,1037.32,0,-15700,1,3,2,1,60660,0,0,1,5.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1000,1562.8,42800,-68200,10,1,1,2,35920,0,0,1,2.5,0,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1000,1425.79,62400,-52300,12,1,0,3,46240,0,1,1,1.0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2000,1615.14,67100,0,6,1,0,1,2380,0,0,1,5.0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
500,1236.5,0,-48700,1,1,0,1,3680,0,0,1,2.5,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2000,1017.97,59900,-34800,21,3,0,0,26080,0,0,1,5.0,0,6,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2000,1306.0,46100,-46900,3,3,2,1,38500,0,0,1,1.0,1,5,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1174.14,50400,-61500,14,4,0,0,42960,0,1,1,5.0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1000,1231.01,0,-31700,19,3,1,2,22120,0,1,1,5.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,1299.18,57100,0,7,1,2,1,28980,0,0,1,2.5,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
500,1469.75,0,-57600,0,1,0,0,27090,0,0,1,1.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
500,1390.72,83900,-52100,6,1,2,1,4240,0,0,1,2.5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
500,1694.09,0,0,0,1,0,2,42930,0,0,0,5.0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2000,1140.15,0,-36800,9,3,0,3,33600,0,0,1,1.0,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1000,1310.71,29300,0,23,1,0,1,46160,0,0,1,1.0,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2000,1730.49,46300,-41700,13,3,2,0,42120,0,0,0,2.5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
500,1616.65,0,-59500,0,3,0,3,33300,0,0,0,2.5,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
500,1935.85,49500,-81100,7,1,2,3,67440,0,0,0,1.0,1,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1000,855.14,37900,0,23,1,0,1,21490,0,0,1,2.5,0,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2000,1568.47,46800,0,7,1,2,0,39620,0,1,0,2.5,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
2000,1550.53,0,-27700,20,1,0,1,2640,0,1,1,5.0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2000,1370.92,48900,0,22,1,0,3,24360,0,1,1,2.5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
500,1363.59,43200,0,10,3,2,0,63600,0,0,1,2.5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1000,828.42,0,0,10,1,2,2,44800,0,0,0,2.5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
500,1209.63,64800,-44200,17,1,1,0,56980,0,1,1,2.5,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2000,1111.17,35000,0,3,1,2,3,3600,0,0,1,2.5,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
